route,route_type,route_id,dir_label,n_stops,frequency,is_loop,first,last,role,direction_group,base_route_id,confidence,source,verified,verifier_agree,added_or_removed,evidence
133,General,BR_TAGO_USB194101332,꽃바위 방면,62,48,False,울산과학기술원,꽃바위,main,꽃바위 방면,BR_TAGO_USB194101332,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=48, 62 stops"
133,General,BR_TAGO_USB194101331,울산과학기술원 방면,71,48,False,꽃바위,울산과학기술원,main,울산과학기술원 방면,BR_TAGO_USB194101331,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=48, 71 stops"
134,General,BR_TAGO_USB194101342,꽃바위 방면,64,16,False,율리공영차고지,꽃바위,main,꽃바위 방면,BR_TAGO_USB194101342,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=16, 64 stops"
134,General,BR_TAGO_USB194101341,율리차고지 방면,65,16,False,꽃바위,율리공영차고지종점,main,율리차고지 방면,BR_TAGO_USB194101341,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=16, 65 stops"
14,General,BR_TAGO_USB192100141,박병원앞 방면,17,45,False,함월구민운동장,박병원,main,박병원앞 방면,BR_TAGO_USB192100141,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=45, 17 stops"
14,General,BR_TAGO_USB192100142,함월구민운동장 방면,19,45,False,박병원,함월구민운동장,main,함월구민운동장 방면,BR_TAGO_USB192100142,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=45, 19 stops"
1401,Express,BR_TAGO_USB194114011,꽃바위 방면,49,37,False,율리공영차고지,꽃바위,main,꽃바위 방면,BR_TAGO_USB194114011,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=37, 49 stops"
1401,Express,BR_TAGO_USB194114012,율리 방면,47,37,False,꽃바위,율리공영차고지종점,main,율리 방면,BR_TAGO_USB194114012,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=37, 47 stops"
1421,Express,BR_TAGO_USB196114213,율리 방면,70,36,True,율리공영차고지,율리공영차고지종점,circular,율리 방면,BR_TAGO_USB196114213,high,auto,False,,,"single variant; freq=36, 70 stops; loop (first==last)"
147,General,BR_TAGO_USB196101473,태화강역 순환,86,19,True,태화강역,태화강역(종점),circular,A:태화강역 순환 (loop),,high,agent,True,True,full loop baseline: 태화강역→(시청·한전·성안·약사동·서동→북구청남문)→강동→푸르지오1차→(reverse)→태화강역(종점),"is_loop=true, 86 stops, f19 (dominant — 19 of 29 trips); departs/returns 태화강역 with far point 푸르지오1차. name_jaccard 0.915 with both 474 and 475 because it contains both halves; verified its outbound half == 475 and inbound half == 474. Full bidirectional corridor coverage."
147,General,BR_TAGO_USB196101474,태화강역 방면,43,5,False,푸르지오1차,태화강역(종점),short_turn,B:태화강역 방면 (inbound),BR_TAGO_USB196101473,high,agent,True,True,drops the entire outbound leg 태화강역→푸르지오1차; runs only the inbound return half 푸르지오1차→(강동→북구청남문→서동→약사동→성안→시청)→태화강역(종점),"f5, is_loop=false, 43 stops, 푸르지오1차→태화강역(종점). Exactly equals loop 473's return half (seam_b_to_a=true: 474 last 태화강역 == 473 first; name_jaccard 0.915). reverse_pair=true with 475 (turnarounds 태화강역 / 푸르지오1차). One full one-way traverse but only half the loop's stops; sole inbound pattern, so it is the canonical main of group B even though globally it is a half-loop of 473."
147,General,BR_TAGO_USB196101475,푸르지오1차 방면,44,4,False,태화강역,푸르지오1차,short_turn,C:푸르지오1차 방면 (outbound),BR_TAGO_USB196101473,high,agent,True,True,drops the entire inbound return leg 푸르지오1차→태화강역; runs only the outbound half 태화강역→(시청→북구청남문→연암→강동)→푸르지오1차,"f4, is_loop=false, 44 stops, 태화강역→푸르지오1차. Exactly equals loop 473's outbound half (seam_a_to_b=true: 473 first→...; name_jaccard 0.915). reverse_pair=true with 474. Full one-way outbound traverse but only half the loop's stops; canonical main of group C (dominates short turn 476)."
147,General,BR_TAGO_USB196101476,푸르지오1차 방면,15,1,False,북구청남문,푸르지오1차,short_turn,C:푸르지오1차 방면 (outbound),BR_TAGO_USB196101475,high,agent,True,True,drops the inner-city head 태화강역→…→북구청남문 (이마트앞·시청·한전·성안입구·약사동·서동시장 etc.); runs only the outer 북구청남문→상방마을→연암→강동→푸르지오1차,"f1 (single trip), is_loop=false, 15 stops, 북구청남문→푸르지오1차. Sequence is exactly the outer 15 stops of 475's tail (relationship b_short_turn_of_a, name_jaccard 0.349 with 475; vs 473 b_short_turn_of_a_interior, jaccard 0.319, no seam). Same outbound direction/headsign as 475, so based on 475."
15,General,BR_TAGO_USB192100151,박병원앞 방면,27,7,False,함월구민운동장,박병원,main,A:박병원앞 방면,,high,agent,True,True,,"함월구민운동장→박병원, 27 stops, freq 7 (highest, tied with its reverse 152). Confirmed reverse pair with 152 (reverse_pair, seam both ways at 박병원 and 함월구민운동장). Runs full 성안 corridor (성안청구·성안파출소·성안입구·향교앞) to 박병원. Named-headsign terminus 함월구민운동장 + freq 7 make it 본선; 153 only adds 2 outer stops."
15,General,BR_TAGO_USB192100153,박병원앞 방면,29,6,False,성동마을회관,박병원,extension,A:박병원앞 방면,BR_TAGO_USB192100151,high,agent,True,True,"adds 2 stops at the 함월구민운동장-side terminus, continuing PAST 함월구민운동장 to 돌담집→성동마을회관 (sequence: 성동마을회관→돌담집→함월구민운동장→…→박병원); identical to 151 from 함월구민운동장 onward","성동마을회관→박병원, 29 stops, freq 6. name_jaccard 0.931 vs 151; mechanical label 'a_short_turn_of 153' = 151 is subset of 153, i.e. 153 = 151 + {성동마을회관, 돌담집}. Extension (not branch): the 2 extra stops linearly continue the corridor beyond the 함월구민운동장 terminus, no midpoint divergence."
15,General,BR_TAGO_USB192100152,함월구민운동장 방면,20,7,False,박병원,함월구민운동장,main,B:함월구민운동장 방면,,high,agent,True,True,,"박병원→함월구민운동장, 20 stops, freq 7 (highest, tied with its reverse 151). Confirmed reverse pair with 151 (reverse_pair, seam both ways). Returns via 박병원→중앙동행정복지센터→복산초등학교→성안입구 corridor to 함월구민운동장. Named-headsign terminus 함월구민운동장 + freq 7 make it 본선."
15,General,BR_TAGO_USB192100154,함월구민운동장 방면,22,6,False,박병원,성동마을회관,extension,B:함월구민운동장 방면,BR_TAGO_USB192100152,high,agent,True,True,adds 2 stops past the 함월구민운동장 terminus: …→함월구민운동장→돌담집→성동마을회관; identical to 152 up to 함월구민운동장,"박병원→성동마을회관, 22 stops, freq 6. name_jaccard 0.909 vs 152; mechanical label 'a_short_turn_of 154' = 152 is subset of 154, i.e. 154 = 152 + {돌담집, 성동마을회관}. Confirmed reverse pair with 153 (reverse_pair, dual seam). Extension (linear continuation past terminus), not branch."
1703,Express,BR_TAGO_USB193117031,우성스마트시티 방면,24,16,False,태화강역,우성스마트시티뷰,main,우성스마트시티 방면,BR_TAGO_USB193117031,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=16, 24 stops"
1703,Express,BR_TAGO_USB193117032,태화강역 방면,23,16,False,우성스마트시티뷰,태화강역(종점),main,태화강역 방면,BR_TAGO_USB193117032,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=16, 23 stops"
1713,Express,BR_TAGO_USB193117131,석남사 방면,45,35,False,태화강역,석남사,main,석남사 방면,BR_TAGO_USB193117131,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=35, 45 stops"
1713,Express,BR_TAGO_USB193117132,태화강역 방면,44,35,False,석남사,태화강역(종점),main,태화강역 방면,BR_TAGO_USB193117132,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=35, 44 stops"
1723,Express,BR_TAGO_USB193117231,신평터미널 방면,45,35,False,태화강역,신평버스터미널,main,신평터미널 방면,BR_TAGO_USB193117231,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=35, 45 stops"
1723,Express,BR_TAGO_USB193117232,태화강역 방면,44,35,False,신평버스터미널,태화강역(종점),main,태화강역 방면,BR_TAGO_USB193117232,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=35, 44 stops"
1733,Express,BR_TAGO_USB193117331,양우내안에 방면,24,16,False,태화강역,양우내안애,main,양우내안에 방면,BR_TAGO_USB193117331,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=16, 24 stops"
1733,Express,BR_TAGO_USB193117332,태화강역 방면,24,16,False,양우내안애,태화강역(종점),main,태화강역 방면,BR_TAGO_USB193117332,high,auto,False,,,"clean reverse pair (seam match both ways, no subset signal); freq=16, 24 stops"
203,General,BR_TAGO_USB195102034,농소차고지 방면,37,3,False,들꽃학습원,농소공영차고지,short_turn,A:농소차고지행,BR_TAGO_USB195102033,high,agent,True,True,"Executes only the RETURN leg of loop 033, starting from the 들꽃학습원 turnaround; drops the entire outbound leg (농소공영→원지마을입구→울산공항→병영사거리→태화루→삼호교→다운→들꽃학습원). Carries the return-only stops 다운파출소, 태화루사거리, 성남프라자, 옥교동, 구역전시장앞, 학성새벽시장.세민병원, 중구노인복지관, 송정동. Stop sequence == 033 indices 34-70 (들꽃학습원…농소공영).","37 stops, frequency 3, is_loop=false. first=들꽃학습원, last=농소공영. name_jaccard 0.86 vs 033; seam_b_to_a=true with 033 (034 ends at 농소공영 == 033 loop start). reverse_pair=true with 035. Exact return half of the loop."
203,General,BR_TAGO_USB195102035,들꽃학습원 방면,35,3,False,농소공영차고지,들꽃학습원,short_turn,B:들꽃학습원행,BR_TAGO_USB195102033,high,agent,True,True,Executes only the OUTBOUND leg of loop 033 and terminates at the 들꽃학습원 turnaround; drops the entire return leg back to garage (들꽃학습원→내사→다운→태화루사거리→옥교동→구역전시장앞→송정동→농소공영차고지). Stop sequence is identical to 033 indices 0-34 (농소공영…들꽃학습원).,"35 stops, frequency 3, is_loop=false. first=농소공영, last=들꽃학습원. name_jaccard 0.814 vs 033; seam_a_to_b=true with 033 (035's 농소공영 == 033's 농소공영 endpoint). reverse_pair=true with 034 (035 = outbound leg, 034 = return leg). Exact half of the loop, not a distinct destination."
203,General,BR_TAGO_USB195102033,농소차고지 순환,71,52,True,농소공영차고지,농소공영차고지,circular,C:농소차고지순환,,high,agent,True,True,,"is_loop=true, 71 stops, frequency 52 — dominant (17x the other two's f3) and the only full-coverage pattern. One trip runs the full out-and-back cycle 농소공영차고지→원지마을입구→울산공항→병영사거리→태화루→삼호교→다운→내사→들꽃학습원(turnaround)→내사→다운→태화루사거리→옥교동→송정동→농소공영차고지. seam_a_to_b with 035 (035 농소공영 start == loop 농소공영 end) and seam_b_to_a with 034. Unambiguous workhorse main of the route."
205,General,BR_TAGO_USB196102052,농소차고지 방면,66,36,False,덕하공영차고지(기점),농소공영차고지,main,A:농소차고지행,,high,agent,True,True,,"freq 36 = highest of all 4 variants; 66 stops; direct standard northbound pattern 덕하공영차고지(기점)→온산우체국앞→백골부대성역지→공단중기앞→화산119센터→S-oil정문→대한유화앞→처용마을입구→청량교앞→덕하시장앞→공업탑→울산공항→농소공영차고지. Does NOT take the 온산 산업단지 loop. Reverse pair with 051 (jaccard 0.819, seam both ways). Workhorse frequency + complete standard coverage = 본선 northbound."
205,General,BR_TAGO_USB196102054,농소차고지 방면,81,8,False,덕하공영차고지(기점),농소공영차고지,detour,A:농소차고지행,BR_TAGO_USB196102052,high,agent,True,True,adds 온산 산업단지 loop between 백골부대성역지 and 처용마을입구 (변전소삼거리·산성마을·LG온산공장·제일물산입구·(주)일성·코스모화학·(주)티씨티·한국제지·온산수질개선사업소(정문)·현대중공업온산공장·세진중공업·이진마을입구·KG케미칼·이영산업기계·S-oil동문입구·포스코플랜텍·신일반산업단지입구·외황로입구); drops direct stops 공단중기앞·화산119센터·대한유화앞·회학마을입구·(주)TCT제2공장,"freq 8 = lowest; 81 stops (longest); same termini 덕하↔농소 as main 052; same-direction jaccard 0.718 with 052 (reverse_pair false). Reverse pair with 053 (jaccard 0.828, seams both ways). Reroutes through 온산 산업단지 mid-line while keeping both termini = 우회 (not a new destination, not an extension beyond a terminus). Longest variant is NOT main — it is the low-freq industrial detour."
